[set,]image_path[,label,x1,y1,,,x2,y2,,]
UNASSIGNED,gs://bhacks2020/images/maksssksksss716.png,no_mask,0.33554817275747506,0.435,,,0.6943521594684385,0.7475,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.015,0.5362776025236593,,,0.1,0.722397476340694,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.275,0.28391167192429023,,,0.33666666666666667,0.3911671924290221,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.2916666666666667,0.5520504731861199,,,0.4066666666666667,0.8201892744479495,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.505,0.40063091482649843,,,0.6,0.6025236593059937,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,improper_mask,0.5666666666666667,0.2082018927444795,,,0.6333333333333333,0.3501577287066246,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.6316666666666667,0.19873817034700317,,,0.68,0.30914826498422715,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.7216666666666667,0.19242902208201892,,,0.785,0.3312302839116719,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.795,0.24605678233438485,,,0.8933333333333333,0.4195583596214511,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.9483333333333334,0.1167192429022082,,,0.9866666666666667,0.2113564668769716,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,mask,0.6116666666666667,0.6056782334384858,,,0.7283333333333334,0.8170347003154574,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss702.png,no_mask,0.36833333333333335,0.17981072555205047,,,0.41333333333333333,0.2555205047318612,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss845.png,mask,0.33554817275747506,0.4925,,,0.5980066445182725,0.765,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss689.png,mask,0.5232142857142857,0.4857142857142857,,,0.6446428571428572,0.6730158730158731,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss851.png,mask,0.21926910299003322,0.5125,,,0.5182724252491694,0.825,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss138.png,mask,0.1275,0.5393258426966292,,,0.32,0.8951310861423221,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss138.png,mask,0.3675,0.6329588014981273,,,0.5425,0.8726591760299626,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss138.png,mask,0.56,0.3445692883895131,,,0.7725,0.6966292134831461,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss662.png,mask,0.1225,0.3065134099616858,,,0.1675,0.3716475095785441,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss662.png,mask,0.24,0.18007662835249041,,,0.275,0.23754789272030652,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss662.png,mask,0.5325,0.21839080459770116,,,0.575,0.2950191570881226,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss662.png,mask,0.875,0.16475095785440613,,,0.93,0.2567049808429119,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.105,0.40823970037453183,,,0.165,0.5243445692883895,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.005,0.39325842696629215,,,0.055,0.4681647940074906,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.075,0.3295880149812734,,,0.115,0.39325842696629215,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,mask,0.3325,0.4044943820224719,,,0.435,0.5692883895131086,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,mask,0.5525,0.3782771535580524,,,0.64,0.5205992509363296,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.76,0.49063670411985016,,,0.8275,0.5917602996254682,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.2075,0.31835205992509363,,,0.24,0.3595505617977528,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss104.png,no_mask,0.4175,0.3408239700374532,,,0.45,0.4044943820224719,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.015,0.4157303370786517,,,0.1075,0.5543071161048689,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.055,0.0749063670411985,,,0.1225,0.17228464419475656,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.12,0.0449438202247191,,,0.175,0.13857677902621723,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.2825,0.003745318352059925,,,0.34,0.0898876404494382,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.195,0.06367041198501873,,,0.265,0.17228464419475656,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.2425,0.24719101123595505,,,0.2875,0.32209737827715357,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.175,0.4157303370786517,,,0.26,0.5430711610486891,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.105,0.5880149812734082,,,0.2125,0.6966292134831461,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.1475,0.7677902621722846,,,0.2775,0.9887640449438202,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.29,0.5805243445692884,,,0.43,0.7415730337078652,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.28,0.31835205992509363,,,0.3725,0.4419475655430712,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.31,0.10112359550561797,,,0.3825,0.1760299625468165,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.4075,0.10861423220973783,,,0.4725,0.19850187265917604,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.465,0.06741573033707865,,,0.5375,0.1647940074906367,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.445,0.2883895131086142,,,0.535,0.4157303370786517,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.54,0.21348314606741572,,,0.6025,0.3146067415730337,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.5925,0.056179775280898875,,,0.67,0.17228464419475656,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.7025,0.07116104868913857,,,0.77,0.149812734082397,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.715,0.2247191011235955,,,0.7775,0.3146067415730337,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.6325,0.352059925093633,,,0.7325,0.5056179775280899,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.59,0.602996254681648,,,0.6825,0.7303370786516854,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.705,0.7265917602996255,,,0.805,0.8689138576779026,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.785,0.4307116104868914,,,0.875,0.5692883895131086,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.8375,0.10112359550561797,,,0.8975,0.1947565543071161,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,no_mask,0.9525,0.052434456928838954,,,1,0.12734082397003746,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss110.png,mask,0.89,0.2696629213483146,,,0.9625,0.36704119850187267,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.05,0.46441947565543074,,,0.1225,0.5917602996254682,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.085,0.8202247191011236,,,0.1825,1,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.22,0.5767790262172284,,,0.285,0.700374531835206,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.2675,0.3707865168539326,,,0.31,0.44569288389513106,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.3325,0.3146067415730337,,,0.37,0.39325842696629215,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.48,0.41947565543071164,,,0.525,0.5056179775280899,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.5375,0.30711610486891383,,,0.5775,0.3857677902621723,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.66,0.4044943820224719,,,0.6975,0.4681647940074906,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.755,0.449438202247191,,,0.79,0.5280898876404494,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.85,0.5318352059925093,,,0.89,0.6441947565543071,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss676.png,mask,0.58,0.2696629213483146,,,0.6225,0.352059925093633,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss20.png,mask,0.34831460674157305,0.15,,,0.5730337078651685,0.31,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss448.png,mask,0.705,0.18055555555555555,,,0.8025,0.3888888888888889,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss448.png,mask,0.575,0.1574074074074074,,,0.66,0.3194444444444444,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss448.png,mask,0.485,0.2777777777777778,,,0.58,0.4675925925925926,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss448.png,mask,0.2475,0.23148148148148148,,,0.375,0.4583333333333333,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.1575,0.3707865168539326,,,0.1875,0.4232209737827715,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.255,0.2958801498127341,,,0.2925,0.35580524344569286,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.355,0.3146067415730337,,,0.3875,0.3707865168539326,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,no_mask,0.3225,0.3445692883895131,,,0.355,0.38202247191011235,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.4875,0.2958801498127341,,,0.5225,0.35580524344569286,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.5325,0.32209737827715357,,,0.57,0.3857677902621723,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,mask,0.6125,0.26591760299625467,,,0.65,0.32209737827715357,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss34.png,no_mask,0.7475,0.3408239700374532,,,0.78,0.3895131086142322,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss306.png,mask,0.4750830564784053,0.4525,,,0.8438538205980066,0.8025,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,no_mask,0.0175,0.1947565543071161,,,0.06,0.2696629213483146,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.065,0.21722846441947566,,,0.1325,0.352059925093633,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.145,0.25842696629213485,,,0.175,0.299625468164794,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.2775,0.18726591760299627,,,0.3325,0.2846441947565543,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.335,0.23595505617977527,,,0.37,0.30711610486891383,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.515,0.25842696629213485,,,0.5525,0.3295880149812734,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,no_mask,0.565,0.20973782771535582,,,0.6025,0.2846441947565543,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.6075,0.2808988764044944,,,0.65,0.35580524344569286,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.7675,0.299625468164794,,,0.82,0.3895131086142322,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,no_mask,0.3875,0.3408239700374532,,,0.415,0.3782771535580524,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.9375,0.21722846441947566,,,0.9575,0.24719101123595505,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss460.png,mask,0.695,0.21722846441947566,,,0.72,0.26217228464419473,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss474.png,mask,0.0025,0.6104868913857678,,,0.08,0.7415730337078652,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss474.png,mask,0.1225,0.5955056179775281,,,0.19,0.6853932584269663,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss474.png,mask,0.385,0.16853932584269662,,,0.445,0.250936329588015,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss474.png,mask,0.595,0.07865168539325842,,,0.65,0.1760299625468165,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss312.png,mask,0.16333333333333333,0.31,,,0.24,0.3725,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss312.png,mask,0.5233333333333333,0.4225,,,0.6066666666666667,0.485,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss312.png,mask,0.6266666666666667,0.28,,,0.7233333333333334,0.35,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,mask,0.1125,0.25842696629213485,,,0.1825,0.3595505617977528,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,mask,0.2725,0.299625468164794,,,0.335,0.40823970037453183,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,mask,0.41,0.2397003745318352,,,0.495,0.37453183520599254,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,mask,0.6075,0.3595505617977528,,,0.6675,0.4756554307116105,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,no_mask,0.7575,0.3146067415730337,,,0.8475,0.4868913857677903,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss475.png,mask,0.875,0.250936329588015,,,0.93,0.39325842696629215,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss313.png,mask,0.3575,0.0975,,,0.7725,0.6425,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss307.png,improper_mask,0.0075,0.28761061946902655,,,0.24,0.7212389380530974,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss307.png,mask,0.365,0.12389380530973451,,,0.6225,0.6194690265486725,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss307.png,no_mask,0.7175,0.7964601769911505,,,0.8575,0.995575221238938,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.545,0.6902985074626866,,,0.6575,0.8544776119402985,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.75,0.4626865671641791,,,0.8675,0.6567164179104478,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.92,0.503731343283582,,,0.9875,0.7313432835820896,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.9225,0.17537313432835822,,,0.9875,0.30223880597014924,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.61,0.43656716417910446,,,0.7025,0.5932835820895522,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.3525,0.29850746268656714,,,0.465,0.47761194029850745,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.23,0.26865671641791045,,,0.3125,0.40671641791044777,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.1425,0.39552238805970147,,,0.2275,0.5223880597014925,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss461.png,mask,0.0525,0.35447761194029853,,,0.1125,0.45149253731343286,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss35.png,mask,0.33,0.17254901960784313,,,0.52,0.4823529411764706,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss35.png,mask,0.825,0.2627450980392157,,,0.9375,0.4470588235294118,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss449.png,mask,0.235,0.15748031496062992,,,0.295,0.2178477690288714,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss449.png,mask,0.31,0.1889763779527559,,,0.3675,0.2440944881889764,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss449.png,mask,0.3925,0.11548556430446194,,,0.465,0.2047244094488189,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss449.png,mask,0.6625,0.6351706036745407,,,0.7375,0.7244094488188977,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss21.png,mask,0.1,0.6035242290748899,,,0.2725,0.960352422907489,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss21.png,mask,0.135,0.2511013215859031,,,0.2775,0.4933920704845815,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss21.png,mask,0.4725,0.3436123348017621,,,0.615,0.6167400881057269,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss21.png,mask,0.7775,0.21145374449339208,,,0.895,0.43171806167400884,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss21.png,no_mask,0.455,0.14096916299559473,,,0.5525,0.2643171806167401,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.0425,0.6791044776119403,,,0.0875,0.753731343283582,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.0425,0.376865671641791,,,0.0625,0.43283582089552236,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.12,0.3656716417910448,,,0.1525,0.4216417910447761,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,no_mask,0.0425,0.47388059701492535,,,0.0675,0.5373134328358209,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,no_mask,0.0125,0.4962686567164179,,,0.035,0.5671641791044776,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.2725,0.22014925373134328,,,0.33,0.30597014925373134,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.35,0.23880597014925373,,,0.4025,0.31716417910447764,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.46,0.2537313432835821,,,0.5175,0.34701492537313433,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.62,0.27238805970149255,,,0.6675,0.35447761194029853,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.7275,0.24253731343283583,,,0.785,0.3358208955223881,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,mask,0.9575,0.3582089552238806,,,0.9925,0.41044776119402987,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss111.png,no_mask,0.9575,0.4664179104477612,,,0.995,0.5410447761194029,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss677.png,mask,0.5925,0.09333333333333334,,,0.6775,0.21333333333333335,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss663.png,mask,0.2292358803986711,0.485,,,0.5049833887043189,0.755,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.445,0.5355805243445693,,,0.5325,0.7565543071161048,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.7,0.3857677902621723,,,0.78,0.5430711610486891,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.8,0.2958801498127341,,,0.88,0.44569288389513106,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.9125,0.19850187265917604,,,0.975,0.3146067415730337,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.6075,0.1348314606741573,,,0.6675,0.250936329588015,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.2875,0.1760299625468165,,,0.365,0.3258426966292135,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.0825,0.3295880149812734,,,0.1625,0.49063670411985016,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.0725,0.7565543071161048,,,0.1625,0.9925093632958801,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss105.png,mask,0.065,0.12734082397003746,,,0.13,0.24719101123595505,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.005,0.12444444444444444,,,0.0475,0.20444444444444446,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.0575,0.16,,,0.1125,0.26222222222222225,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,no_mask,0.075,0.31555555555555553,,,0.1275,0.4088888888888889,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.01,0.7866666666666666,,,0.0875,0.9288888888888889,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.2325,0.06666666666666667,,,0.2925,0.1511111111111111,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.2475,0.3288888888888889,,,0.305,0.4444444444444444,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,improper_mask,0.14,0.5866666666666667,,,0.1975,0.72,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.09,0.6755555555555556,,,0.1625,0.8133333333333334,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.345,0.8488888888888889,,,0.4125,0.9822222222222222,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.455,0.057777777777777775,,,0.5225,0.16,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.47,0.24444444444444444,,,0.5325,0.35555555555555557,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.49,0.6488888888888888,,,0.5475,0.7466666666666667,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.5325,0.7288888888888889,,,0.6075,0.8577777777777778,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.6325,0.057777777777777775,,,0.6925,0.15555555555555556,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.615,0.3244444444444444,,,0.67,0.43555555555555553,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.715,0.044444444444444446,,,0.785,0.1688888888888889,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.8,0.0044444444444444444,,,0.8525,0.06666666666666667,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.8625,0.1511111111111111,,,0.93,0.25333333333333335,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss139.png,mask,0.895,0.5155555555555555,,,0.97,0.6266666666666667,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss850.png,mask,0.115,0.26,,,0.16,0.405,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss850.png,mask,0.365,0.15,,,0.44,0.3,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss850.png,mask,0.8075,0.235,,,0.8775,0.39,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss688.png,mask,0.415,0.24187725631768953,,,0.65,0.5776173285198556,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss844.png,mask,0.3925,0.17333333333333334,,,0.4925,0.36444444444444446,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss844.png,mask,0.6925,0.10666666666666667,,,0.7625,0.24888888888888888,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.0425,0.31835205992509363,,,0.1475,0.48314606741573035,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,no_mask,0.1675,0.352059925093633,,,0.24,0.4681647940074906,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,no_mask,0.24,0.6254681647940075,,,0.3475,0.7790262172284644,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.435,0.3408239700374532,,,0.5175,0.4794007490636704,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.53,0.25842696629213485,,,0.595,0.37453183520599254,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,no_mask,0.6175,0.29213483146067415,,,0.7125,0.40074906367041196,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.78,0.30711610486891383,,,0.8275,0.41947565543071164,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.8275,0.34831460674157305,,,0.9275,0.5056179775280899,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,no_mask,0.96,0.4344569288389513,,,1,0.5842696629213483,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss703.png,mask,0.7,0.7378277153558053,,,0.8275,0.9026217228464419,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss717.png,improper_mask,0.00196078431372549,0.3310104529616725,,,0.14901960784313725,0.5993031358885017,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss717.png,no_mask,0.14901960784313725,0.445993031358885,,,0.2784313725490196,0.6445993031358885,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss717.png,mask,0.45294117647058824,0.2961672473867596,,,0.5450980392156862,0.554006968641115,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss717.png,mask,0.5823529411764706,0.3170731707317073,,,0.7372549019607844,0.5888501742160279,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss501.png,mask,0.0025,0.1607843137254902,,,0.1075,0.49019607843137253,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss501.png,mask,0.12,0.15294117647058825,,,0.295,0.48627450980392156,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss501.png,mask,0.405,0.1843137254901961,,,0.5525,0.4823529411764706,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss501.png,mask,0.605,0.11764705882352941,,,0.745,0.4117647058823529,,
UNASSIGNED,gs://bhacks2020/images/maksssksksss501.png,mask,0.7525,0.2,,,0.8775,0.4627450980392157,,
